text1,text2,text3,text4,class
http,groups,yahoo,com,4
www,floridata,com,ref,6
feedburner,com,front,thewashingto,8
unimelb,edu,au,cah,13
www,kingdomplantae,net,commonmullein,11
uk,english,tomorrow,hom,10
geocities,com,deadsleds,geo,9
http,www,tripodsolutions,net,10
com,soups,soups,rec,6
mv,net,ipusers,orol,10
geocities,com,timessquare,cavern,4
www,surfersgolfclub,com,au,14
net,free,lesbian,porn,0
robo,com,modules,wordpress,7
www,continentalkennelclub,com,ads,9
http,www,surdelsur,com,7
accidental,com,craps,html,4
http,www,mtmckinleybank,com,2
http,www,saintcitynews,com,8
cam,ac,uk,choir,10
www,worldscinet,com,jktr,11
angelfire,com,va,veda,6
http,troop,bsa,homestead,7
downloads,req,getit,lid,3
whitehouse,gov,kids,presidents,7
www,geocities,com,star,1
www,energyselect,co,nz,2
http,www,perfectentertaining,com,6
hastingsengineering,com,engineers,htm,11
http,www,csrstds,com,3
allenamerican,com,allen,american,8
http,www,americanchemical,net,2
ca,us,msusdftp,jones,13
dab,hi,ho,ne,0
the,webwizard,co,uk,3
xbox,ign,com,objects,7
www,vietmedia,com,cooking,6
people,delphiforums,com,mamamarch,5
com,do,reviewpage,cid,4
tdmgames,com,onlinegames,jigsawpuzzle,4
http,www,fordham,edu,13
http,www,geocities,com,1
php,option,com,co,8
http,dercums,data,tripod,5
http,www,karaokeworldseries,com,1
tools,ietf,org,html,3
boyscouts,ncac,org,goosecreek,9
http,www,lovealab,com,12
http,www,edsb,org,9
http,www,studiojet,com,2
geocities,com,woot,index,6
www,geocities,com,legendary,4
com,menssoccer,index,html,14
http,www,leosworld,com,5
http,calvero,tripod,com,5
http,kbinview,sourceforge,net,3
metacritic,com,video,titles,1
http,www,alsleep,com,5
http,www,swlink,net,1
ons,me,s,mes,6
www,bunniesoflondon,co,uk,0
www,gamespot,com,n,4
http,www,programmingtutorials,com,3
home,tiscali,nl,lomo,9
http,www,x,north,0
lhhh,net,start,e,14
www,opossum,org,facts,7
http,users,frii,com,13
www,eaakhagundogs,co,uk,9
barton,bizland,com,bullmastiffs,9
pennathletics,com,sportselect,dbml,14
http,flrec,ifas,ufl,11
http,packetonline,com,the,8
www,jhuapl,edu,education,10
comcast,net,colorado,nasa,14
http,www,supertom,com,3
http,www,johnhenrybikes,com,14
home,aspx,team,elmbr,14
http,www,dyscalculiainfo,org,11
edu,athletics,sport,php,14
http,movies,groups,yahoo,1
http,www,winneronline,com,4
http,www,recipesource,com,6
http,x,peps,jp,0
all,reviews,com,videos,1
http,au,geocities,com,9
http,www,edithcavell,org,5
video,porn,com,free,0
all,free,quality,pics,0
tripod,com,nyliberal,int,13
au,poisons,stings,cfm,5
http,www,whps,org,8
com,lesbian,lust,galleries,0
nih,gov,medlineplus,druginfo,5
http,www,aocd,org,5
jsward,com,shanty,index,1
http,www,toronto,bridge,4
rpgdreamers,com,manakhemia,index,4
http,www,movie,concept,0
mywebpal,com,index,cfm,8
www,angelfire,com,ar,13
http,www,epinions,com,6
uk,wildlife,birdguide,name,7
uni,erlangen,de,scicomp,11
http,www,sexualphysics,com,0
http,www,policypatrol,com,3
brocku,ca,concordiaseminary,ltr,1
http,www,rilot,com,4
http,www,sportsline,com,14
http,www,nytimes,com,8
www,cob,ilstu,edu,10
com,ca,ps,framesite,4
http,www,texasmonthly,com,6
girl,nude,com,asian,0
http,www,nude,teen,0
www,gamerevolution,com,oldsite,4
geocities,com,gszion,bom,13
pastrywiz,com,archive,fishsoup,6
hawaii,edu,faculty,carr,11
www,iol,ie,revs,14
www,military,zone,com,12
www,owenscorning,com,foryourhome,6
gamertell,com,gaming,comment,4
http,www,thesnakesoup,org,4
com,soups,soups,rec,6
www,angelfire,com,ok,4
www,hugs,org,duckdex,6
worldsexguide,org,idaho,txt,0
videogames,atari,com,heroesovereurope,4
http,lwn,net,articles,3
http,www,vavstuga,com,12
http,www,geocities,com,4
http,www,ryandayfarm,com,14
edu,iom,iomhome,nsf,5
com,jon's,story,htm,5
haro,online,com,movies,1
nhlpa,com,webstats,playerbiography,14
http,www,sirensofsong,com,1
http,www,gamezone,com,4
org,au,guardian,guardian,8
bbc,co,uk,weather,7
http,www,state,gov,7
http,www,ronreason,com,8
http,www,gamespot,com,4
www,elvex,com,laser,11
http,www,newadvent,org,13
http,www,scout,at,7
http,www,baltimorepc,org,5
www,permadi,com,tutorial,3
http,www,catc,com,3
http,www,riveroflife,mpls,13
com,sg,sg,maog,13
com,sports,wtrack,indoor,14
http,www,freedomfans,com,4
http,vasarco,vdem,virginia,5
edu,stephan,webstuff,ratio,11
http,www,cageyleather,com,0
com,mmhe,sec,ch,5
http,www,supportplus,com,12
http,www,gamewinners,com,4
www,adriane,escort,com,0
shadowsonthewall,co,uk,swboatri,1
http,www,lovercash,com,0
howstuffworks,com,blackout,htm,11
utmb,edu,microbook,ch,5
us,r,boone,recreation,9
gray,area,org,pubs,3
http,www,pbs,org,1
free,porn,pics,free,0
ct,trolley,org,firemuseum,10
edu,au,app,complex,11
capital,lk,net,leonkoll,13
www,uvm,edu,rescue,5
com,gapingasshole,index,html,0
http,www,selfhelpworks,com,12
com,big,boobs,index,0
http,www,mastersassociation,com,0
gamespot,com,ds,rpg,7
http,www,buffalowaller,com,12
visit,upc,tommy,cam,10
www,john,bauer,com,1
www,angelfire,com,dc,4
www,floridalink,com,links,8
fatfree,com,recipes,japanese,6
http,search,yumyum,com,6
www,ocn,ne,jp,0
www,diabeticgourmet,com,recipes,6
www,wire,sculpture,com,12
uwf,edu,uwfmain,homepage,10
sengifted,org,articles,counseling,10
jeffbuckley,com,rfuller,buckley,1
http,www,healthsciences,ilstu,5
http,www,eecs,umich,11
http,www,pregnantagain,org,5
http,www,time,com,7
sportsline,com,u,basketball,14
webring,com,hub,ring,0
http,www,discountcornerstore,com,12
www,rasztari,hu,kezdeng,9
http,www,hotfuzzbengals,co,9
aca,hwi,buffalo,edu,11
http,www,prokart,com,14
http,www,hoskins,mfg,2
uk,slink,index,shtml,7
http,www,sexpornmovies,com,0
classicgaming,com,features,articles,4
www,sympatico,ca,gvalley,14
sports,field,index,html,14
www,cnrs,asthma,allergy,12
ip,eti,uva,nl,11
policyalmanac,org,health,chip,13
newadvent,org,cathen,c,13
www,plantcultures,org,plants,11
sexy,free,lesbian,pictures,0
http,www,hww,ca,11
loc,gov,ammem,today,13
www,angelfire,com,empire,12
http,www,cedarock,com,3
hk,content,mevent,chkc,7
http,marcs,online,de,7
http,www,ldi,co,11
http,www,batesvilleheraldtribune,com,8
ca,movies,reviews,a,1
edu,student,perkins,htm,10
http,www,gamepro,com,4
http,www,campkingswood,bunk,13
http,www,branchstudio,com,12
http,www,muck,org,4
chkd,org,services,nussprocedure,5
www,screenonline,org,uk,1
cdkitchen,com,recipes,recs,6
http,www,geocities,com,9
gamespy,com,wii,super,4
http,www,animaxis,com,12
http,ndpr,nd,edu,13
http,www,pacepress,org,8
http,www,mylynx,com,7
http,www,sc,crg,0
www,cradlecare,co,uk,5
http,www,euronet,nl,14
www,jeanniemay,com,logical,12
http,www,globalsnowshows,co,14
whaletimes,org,rockhopper,htm,7
http,www,serrahs,org,13
http,www,tualatinumc,org,13
http,www,angelfire,com,0
http,www,sossi,org,9
delta,intkey,com,angio,11
com,game,software,all,4
http,www,geocities,com,14
www,reg,sfu,ca,10
http,www,usatoday,com,8
http,www,konstantinkakaes,com,8
http,www,casesladder,com,4
www,anglicanadf,org,au,13
www,thenewsstar,com,sports,10
com,ps,previews,html,4
gamespot,com,gamecube,sports,4
gamezone,com,gzreviews,r,4
en,wikipedia,org,wiki,8
http,esse,usra,edu,11
pics,free,xxx,com,0
ngenres,com,previews,html,4
music,com,newsitems,june,1
http,ip,eti,uva,11
www,und,edu,org,13
http,www,katinkahesselink,net,13
www,geocities,com,northwestern,4
highrock,com,costarica,index,9
http,www,krizleebear,de,3
http,www,ultimatediveandtravel,com,9
usa,p,tj,tj,7
www,members,tripod,com,14
http,wyomingathletics,cstv,com,14
co,uk,sport,hi,14
www,ethnic,hotties,com,0
http,www,hawaiiweb,com,10
http,www,frontrange,com,2
http,www,feelthepleasure,com,12
com,fungi,id,guide,11
net,html,design,html,0
www,usatoday,com,sports,14
www,newadvent,org,cathen,13
http,www,freewebs,com,4
www,designmedialab,com,index,3
http,www,alllatinagirls,com,0
org,nobel,prizes,physics,7
www,fbac,co,uk,9
http,www,parnassus,com,2
com,mar,du,fishcactus,11
naturesongs,com,vvplants,christmasc,11
http,www,capoeira,com,14
rxlist,com,cgi,generic,5
de,english,news,news,14
com,vbirder,onloc,onl,9
http,nationalzoo,si,edu,6
paho,org,english,dd,10
http,www,ctac,ca,5
www,desertsweetshrimp,com,index,12
www,umcn,nl,scientist,5
http,www,candeau,edu,10
georgetown,edu,departments,african,10
www,plant,identification,co,11
http,www,carnforthrufc,co,14
http,www,drdetailshop,com,12
usf,edu,moffittapps,ccj,5
http,oregonstate,edu,dept,8
http,www,codelyoko,fr,7
com,free,teen,sex,0
org,wiki,honda,element,9
june,jun,wen,html,11
www,fearless,flight,com,9
http,www,badatgames,com,4
seasoned,com,issues,f,6
http,koihimemusou,x,com,0
at,stage,asm,html,4
http,www,geocities,com,6
www,angelfire,com,ri,10
gnu,org,software,ncurses,3
http,www,reel,com,1
org,adventure,p,soft,4
http,armandie,papillonne,over,0
http,www,clemro,com,2
db,about,cricket,expla,14
http,www,dbi,tech,3
www,cooksrecipes,com,dessert,6
www,jerom,bdsm,atw,0
uk,site,people,pla,11
http,psp,gamespy,com,7
www,gaudela,net,vdgg,1
http,www,austinvets,com,5
http,www,csc,villanova,11
ssc,uwo,ca,anthropology,11
com,id,darkangel,index,0
nl,bis,flora,php,11
www,bagheera,com,inthewild,7
ram,de,la,charabiole,7
coffeetea,about,com,od,6
com,tuckahoe,tindex,htm,13
com,crege,crege,html,11
www,geocities,com,siliconvalley,4
ee,ex,com,amateurnikki,0
fb,u,tokai,ac,11
http,www,sfrc,ufl,11
http,nile,enal,sci,10
www,teen,free,porn,0
www,avocadocentral,com,avocado,6
http,www,newsnetnebraska,org,8
org,head,mounted,displays,3
onderzk,atmoond,clara,index,11
http,sex,pics,for,0
http,www,dpmms,cam,11
http,www,dreamlogic,net,1
http,www,thunderbirdfm,com,2
free,lesbian,pic,com,0
http,www,tuatm,net,3
uga,edu,summit,dicerand,11
http,www,merck,com,5
cgi,bin,query,cfg,4
edu,au,pbourke,geometry,11
sex,pics,group,sex,0
cooks,com,rec,doc,6
http,www,latechbbb,com,10
members,lycos,co,uk,4
http,www,ntsb,gov,9
http,www,favoriterecipes,m,6
groups,dcs,st,and,11
http,www,cispub,com,3
gamespot,com,wii,action,4
nfl,draft,site,com,14
asce,org,journals,architectural,11
www,uark,edu,arkhort,10
www,gamespot,com,ps,4
truman,edu,studentorgs,special,10
http,www,factmonster,com,7
com,pra,applesoup,htm,6
http,www,daisyduds,com,12
nakedhomepages,com,jessica,index,0
www,tektonics,org,ntdocdef,13
www,forematt,free,online,3
http,www,egomania,nu,0
http,www,riskebiz,com,3
http,www,elpresa,com,9
free,xxx,blowjobs,and,0
http,holidays,kaboose,com,7
recipesource,com,fgv,bean,6
http,www,pfadfinder,org,7
boomtown,net,en,uk,4
http,www,glorygloryleedsunited,com,14
http,www,vidmon,com,8
http,www,ccel,org,13
com,playstation,the,last,7
http,tools,ietf,org,3
http,www,emporia,edu,11
http,www,urbanext,uiuc,6
bclocalnews,com,bc,north,8
ac,uk,archanth,staff,11
http,microwise,com,au,3
http,www,greaterkashmir,com,8
http,www,americanblinds,com,12
www,freewebs,com,ikrules,4
http,www,geocities,com,14
http,www,larp,com,4
www,cincinnatichildrens,org,svc,5
espn,go,com,team,14
http,www,sparktop,org,7
ca,process,climate,atm,11
scienceworld,wolfram,com,biography,9
geocities,com,bourbonstreet,canal,1
http,www,terjemar,net,11
xbox,gamespy,com,xbox,4
faqs,pc,hardware,faq,3
com,world,manluck,html,1
www,georgia,navigator,com,9
www,chris,kimble,com,10
net,au,arts,digital,1
www,italatin,com,biscotti,12
cnd,resources,index,html,5
http,www,mdjobfind,com,5
www,worthplaying,com,article,4
http,www,ruoutside,com,12
http,www,pixelalley,com,1
http,www,gamespot,com,4
uk,sebe,pages,default,10
http,www,trianglenaturists,com,9
geocities,com,madkap,geo,13
http,amp,ece,cmu,10
www,cooper,edu,art,10
http,www,desss,com,2
psx,ign,com,articles,4
http,www,beartoday,com,12
http,www,geotestusa,com,11
www,eidosinteractive,com,games,4
aliciasrecipes,com,microwave,recipe,6
www,uapress,arizona,edu,7
http,www,americancapitalmanagement,com,2
www,rpgamer,com,news,4
www,medicine,manchester,ac,10
http,www,noahvansanten,com,6
wikipedia,org,wiki,john,1
www,oswego,edu,economic,11
http,www,napaneebeaver,com,8
http,phalanx,union,rpi,10
http,www,psych,ucsb,11
http,en,wikipedia,org,14
fanbase,links,co,uk,14
marlin,ac,uk,species,11
http,www,peoplelink,com,2
http,www,hayleywestenra,com,1
http,www,theccca,com,13
http,www,fisting,free,0
uk,a,musicjournalism,ic,1
com,game,group,sheet,4
http,www,youthcourt,net,7
com,recipes,edible,we,6
http,www,keyline,com,13
point,org,parent,wppc,10
rev,wating,to,be,0
mil,library,sword,asp,8
www,pti,intl,com,3
cgi,bin,weedident,cgi,11
http,www,g,sco,2
www,botany,hawaii,edu,11
chass,utoronto,ca,cir,10
history,bureau,of,b,10
http,www,laytonvision,com,5
http,www,crmf,bc,2
com,vienna,strasse,t,1
www,coins,of,panama,9
www,centennialofflight,gov,essay,7
com,soups,soups,rec,6
com,oz,france,kitchen,6
www,environmental,protection,org,11
http,www,topix,com,14
http,www,geocities,com,14
com,olympics,summergames,html,14
www,globalaircraft,org,planes,13
http,www,anapsid,org,9
lib,mnsu,edu,govdoc,10
www,doughgirls,com,big,0
com,lady,acindex,html,0
http,www,usatoday,com,1
http,www,freebielist,com,13
www,newadvent,org,cathen,13
http,skepdic,com,mindcont,11
coseti,org,setiques,htm,11
revsharexxx,com,rev,wating,0
free,fr,index,en,12
eviltwincomics,com,stuper,index,4
net,of,dreams,html,11
www,cs,cmu,edu,3
http,www,shared,visions,7
http,www,uvm,edu,5
http,www,lauranumeroff,com,7
http,www,brickpopwarnerdragons,com,7
heels,com,quality,foot,0
gamerevolution,com,oldsite,games,4
http,beeznest,screamin,bee,6
http,www,beediverse,com,12
http,www,gamespot,com,4
football,espn,go,com,14
http,www,skysports,com,14
www,newadvent,org,cathen,13
www,gm,julia,com,0
howstuffworks,com,pda,htm,3
http,www,qualitread,com,2
www,culture,gouv,fr,7
personal,telefonica,terra,es,9
http,www,handmaid,jewelry,12
geocities,com,hollywood,academy,1
http,www,geocities,com,14
http,www,dougproper,com,1
http,www,geocities,com,9
auburn,edu,research,vpr,10
users,servicios,retecal,es,7
http,www,jackiechankids,com,7
www,angelo,edu,services,10
au,index,php,option,8
http,recipesource,com,ethnic,6
http,www,us,net,9
alpha,cow,com,sites,0
http,www,harrypotter,gallimard,7
home,hiwaay,net,krcool,7
http,www,lifeisfun,com,0
http,www,poly,rpi,10
http,www,geocities,com,13
http,www,tvguide,com,1
http,www,eyecentergroup,com,5
http,www,marathonwalking,com,14
http,www,tamu,edu,10
http,groups,yahoo,com,9
www,tvguide,com,movies,1
http,ruralinstitute,umt,edu,11
teen,sex,com,dil,0
http,www,cjonline,com,13
http,www,freewebs,com,7
wisc,edu,shavlik,uwml,3
http,www,allteens,com,0
http,www,adventistdirectory,org,13
http,www,usna,edu,10
www,geocities,com,heartland,1
www,process,chemistry,solutions,11
http,www,kenyabirds,org,7
http,www,thebls,org,11
www,musashi,nl,engels,14
http,www,primemarinesupply,com,12
http,www,puretnt,com,0
eere,energy,gov,biomass,11
http,www,jassilks,com,12
http,www,northeystreetcityfarm,org,6
org,profiles,angelman,d,5
www,freewebs,com,mauritsmmm,4
com,babynames,theworld,asp,6
http,www,newgrounds,com,0
http,www,ncacs,org,13
http,www,russianphotography,com,1
maths,tcd,ie,pub,11
encarta,msn,com,encyclopedia,7
com,nintendo,ds,c,4
free,xxx,pics,free,0
http,www,sprucegroveexaminer,com,8
p,articles,mi,m,6
www,due,date,calculator,6
http,www,birds,of,11
www,emedicine,com,med,5
de,zope,hoover,racing,4
emedicine,com,med,topic,5
com,uhsweb,mystmumm,php,4
http,www,colowatergardensociety,org,6
www,power,jamz,com,1
www,psxextreme,com,ps,4
apha,confex,com,apha,5
http,www,kosharehistory,org,9
http,www,physics,arizona,10
gamefaqs,com,console,n,4
scitec,uwichill,edu,bb,11
shepherd,edu,ramsweb,golf,14
com,review,toon,html,4
www,geocities,com,rogeliogareizaga,4
home,vicnet,net,au,9
www,itvs,org,forgottenfires,13
www,risc,uni,linz,3
http,www,vision,libertine,0
http,www,agatelady,com,10
http,www,vegsoc,org,7
www,b,and,t,12
recipe,deer,soup,with,6
ntlworld,com,cardwell,framese,13
geocities,com,uru,aris,4
free,sex,pics,fre,0
edu,research,zpl,past,6
membres,lycos,fr,cleclert,7
http,www,gourmetsleuth,com,6
com,recipes,recipe,asp,6
ncidod,dbmd,diseaseinfo,vib,5
sfcrowsnest,com,sfnews,dec,1
http,www,welephant,co,7
aspc,gc,ca,nlhi,11
schoolnet,co,uk,prdickens,7
http,www,art,conservation,10
groups,yahoo,com,group,0
www,bud,org,tw,7
www,scituateri,org,land%,11
chicagotribune,com,news,specials,8
www,practicalkitchen,com,database,6
http,www,mountainenterprise,com,8
princeton,edu,sgu,uplift,4
neoseeker,com,games,products,4
index,asp,a,dsp,6
bros,co,jp,sekilala,0
usgs,gov,resource,herps,11
ac,uk,mainrep,pdfs,11
ohiomoose,com,lodge,htm,13
http,www,heritagecookbook,com,13
http,saskhighways,homestead,com,9
btinternet,com,ron,wilcox,11
www,standrews,burgesshill,org,13
demon,co,uk,q,3
www,angelfire,com,wa,13
http,www,elcidproducts,com,12
bham,ac,uk,treasure,4
http,www,gamespot,com,4
departments,firehouse,com,dept,5
http,www,newsqueak,com,8
www,recipezaar,com,r,6
www,x,incest,com,0
http,www,cityofangelsvets,com,5
mss,text,lewton,html,1
mech,northwestern,edu,peshkin,7
pespmc,vub,ac,be,11
www,bossybitches,com,classroom,0
www,fda,gov,cder,5
do,reviewpage,cid,a,4
com,event,asp,conte,10
http,www,kamenwines,com,9
http,webexhibits,org,butter,6
colorado,edu,govpubs,for,7
http,holloway,co,nz,3
uk,world,oct,af,13
http,www,cehighperformance,com,12
uky,edu,as,anthropology,10
www,skyeskyns,co,uk,12
http,earthobservatory,nasa,gov,7
http,www,advantageemblem,com,2
www,qpais,co,uk,11
http,www,pureseahawks,com,14
monmouth,army,mil,monmessg,8
http,www,guardian,co,1
gamespy,com,xbox,colin,4
http,lamington,nrsm,uq,11
legends,org,adventure,arla,4
