text1,text2,text3,text4,class
angry,birds,blues,last,7.0
birds,blues,last,strawberry,7.0
blues,last,strawberry,s,7.0
last,strawberry,s,ep,7.0
play,game,fun,flash,4.0
game,fun,flash,game,4.0
sify,budget,cricket,scores,4.0
budget,cricket,scores,movie,4.0
cricket,scores,movie,reviews,4.0
scores,movie,reviews,lates,4.0
event,political,history,tripura,8.0
political,history,tripura,polls,8.0
angry,birds,blues,on,7.0
birds,blues,on,target,7.0
cartoon,train,kids,train,7.0
train,kids,train,videos,7.0
kids,train,videos,chu,7.0
train,videos,chu,chu,7.0
videos,chu,chu,train,7.0
learn,colors,learn,shapes,7.0
colors,learn,shapes,surprise,7.0
learn,shapes,surprise,eggs,7.0
shapes,surprise,eggs,d,7.0
surprise,eggs,d,cart,7.0
abc,colors,shapes,numbers,7.0
colors,shapes,numbers,kindergarten,7.0
shapes,numbers,kindergarten,nursery,7.0
funny,animals,cartoons,compilation,7.0
animals,cartoons,compilation,just,7.0
cartoons,compilation,just,kids,7.0
compilation,kids,transportation,street,7.0
kids,transportation,street,vehicle,7.0
make,interactive,website,codecademy,10.0
django,tutorial,learn,django,10.0
extend,django,user,model,10.0
html,body,background,attribute,10.0
quora,place,share,knowledge,10.0
place,share,knowledge,better,10.0
share,knowledge,better,understand,10.0
geeksforgeeks,computer,science,portal,10.0
computer,science,portal,geeks,10.0
big,think,videos,articles,10.0
academicearth,org,courses,colleges,10.0
internet,archive,digital,library,7.0
archive,digital,library,books,7.0
learn,math,science,cosmolearning,10.0
math,science,cosmolearning,school,10.0
science,cosmolearning,school,courses,10.0
govt,model,engineering,college,10.0
cool,news,movie,imdb,1.0
news,movie,imdb,movies,1.0
club,pop,culture,obsessives,1.0
pop,culture,obsessives,writing,1.0
culture,obsessives,writing,pop,1.0
obsessives,writing,pop,cultur,1.0
sify,budget,cricket,scores,1.0
budget,cricket,scores,movie,1.0
cricket,scores,movie,reviews,1.0
scores,movie,reviews,lates,1.0
play,game,fun,flash,4.0
game,fun,flash,game,4.0
free,game,girls,boys,4.0
game,girls,boys,play,4.0
girls,boys,play,game,4.0
boys,play,game,win,4.0
jokes,sms,jokes,humor,4.0
sms,jokes,humor,fun,4.0
jokes,humor,fun,funtoosh,4.0
english,test,prep,expert,10.0
test,prep,expert,teachers,10.0
prep,expert,teachers,brightstorm,10.0
documentaries,images,books,more,10.0
play,game,game,zapak,4.0
santabanta,jokes,sms,dvd,1.0
jokes,sms,dvd,comic,1.0
sms,dvd,comic,book,1.0
dvd,comic,book,news,1.0
espn,worldwide,leader,sports,1.0
worldwide,leader,sports,espn,1.0
hungama,listen,latest,songs,1.0
listen,latest,songs,hindi,1.0
latest,songs,hindi,bollywood,1.0
songs,hindi,bollywood,so,1.0
nse,national,stock,exchange,2.0
national,stock,exchange,ltd,2.0
share,market,news,read,2.0
market,news,read,latest,2.0
news,read,latest,finance,2.0
read,latest,finance,news,2.0
india,stock,market,recommendations,2.0
stock,market,recommendations,tips,2.0
stock,share,market,investing,2.0
share,market,investing,live,2.0
market,investing,live,bse,2.0
investing,live,bse,nse,2.0
live,bse,nse,late,2.0
india,stock,market,recommendations,2.0
business,line,business,financial,2.0
free,game,gameonline,in,4.0
iifl,bse,nse,stock,2.0
bse,nse,stock,quotes,2.0
nse,stock,quotes,corporate,2.0
stock,quotes,corporate,information,2.0
bse,ltd,bombay,stock,2.0
ltd,bombay,stock,exchange,2.0
bombay,stock,exchange,live,2.0
stock,exchange,live,stock,2.0
exchange,live,stock,marke,2.0
business,news,latest,stock,8.0
news,latest,stock,market,8.0
latest,stock,market,economy,8.0
stock,market,economy,news,8.0
events,cinemas,nearby,bookmys,1.0
wallpapers,bollywood,movies,videos,1.0
live,stock,markets,sensex,2.0
stock,markets,sensex,nifty,2.0
markets,sensex,nifty,commodity,2.0
sensex,nifty,commodity,mark,2.0
ipo,mutual,funds,news,2.0
bse,live,nse,live,2.0
live,nse,live,stock,2.0
nse,live,stock,markets,2.0
live,stock,markets,financial,2.0
stock,markets,financial,news,2.0
market,stock,news,updates,2.0
suppliers,directory,b,b,2.0
directory,b,b,business,2.0
b,b,business,directory,2.0
financial,news,headlines,financial,2.0
news,headlines,financial,express,2.0
shein,contemporary,women,fashion,12.0
contemporary,women,fashion,affordable,12.0
women,fashion,affordable,pr,12.0
jabong,fashion,lifestyle,shopping,12.0
fashion,lifestyle,shopping,site,12.0
lifestyle,shopping,site,big,12.0
shopping,site,big,bra,12.0
online,shopping,site,shop,12.0
shopping,site,shop,electronics,12.0
site,shop,electronics,mobile,12.0
online,shopping,site,shop,12.0
shopping,site,shop,men,12.0
site,shop,men,women,12.0
shop,men,women,fashion,12.0
men,women,fashion,india,12.0
online,shopping,site,buy,12.0
shopping,site,buy,mobiles,12.0
site,buy,mobiles,electronics,12.0
buy,mobiles,electronics,l,12.0
online,shopping,site,shop,12.0
shopping,site,shop,store,12.0
site,shop,store,buy,12.0
shop,store,buy,t,12.0
store,buy,t,shirts,12.0
buy,t,shirts,f,12.0
largest,shopping,website,buy,12.0
shopping,website,buy,mobiles,12.0
website,buy,mobiles,power,12.0
buy,mobiles,power,ban,12.0
online,shopping,shop,mobiles,12.0
shopping,shop,mobiles,footwear,12.0
shop,mobiles,footwear,applia,12.0
decathlon,buy,sports,goods,14.0
buy,sports,goods,decathlon,14.0
khelmart,sports,store,buy,14.0
sports,store,buy,sports,14.0
store,buy,sports,products,14.0
buy,sports,products,acce,14.0
clothes,shoes,more,infibeam,12.0
sports,fitness,equipment,buy,12.0
fitness,equipment,buy,badminton,12.0
equipment,buy,badminton,rackets,12.0
espncricinfo,cricket,live,scores,14.0
cricket,live,scores,stats,14.0
live,scores,stats,schedul,14.0
isl,kerala,blasters,fc,14.0
kerala,blasters,fc,latest,14.0
blasters,fc,latest,news,14.0
fc,latest,news,photos,14.0
latest,news,photos,matc,14.0
ipl,chennai,super,kings,14.0
chennai,super,kings,latest,14.0
super,kings,latest,news,14.0
kings,latest,news,photos,14.0
latest,news,photos,mat,14.0
latest,sports,news,live,14.0
sports,news,live,updates,14.0
news,live,updates,sports,14.0
live,updates,sports,schedul,14.0
sports,shoes,apparel,sports,14.0
latest,news,matches,schedule,14.0
news,matches,schedule,team,14.0
matches,schedule,team,players,14.0
schedule,team,players,fan,14.0
health,tips,healthy,life,5.0
tips,healthy,life,ideas,5.0
healthy,life,ideas,health,5.0
life,ideas,health,care,5.0
ideas,health,care,new,5.0
diet,fitness,weight,loss,5.0
fitness,weight,loss,healthy,5.0
weight,loss,healthy,recipes,5.0
loss,healthy,recipes,healt,5.0
ask,doctor,doctor,virtual,5.0
doctor,doctor,virtual,followup,5.0
doctor,virtual,followup,pinkwhale,5.0
virtual,followup,pinkwhale,h,5.0
ask,doctor,doctor,health,5.0
doctor,doctor,health,questions,5.0
doctor,health,questions,doctorvista,5.0
book,appointment,with,doctors,5.0
appointment,with,doctors,bangalore,5.0
with,doctors,bangalore,meetmy,5.0
your,home,health,practo,5.0
zooty,book,appointments,salons,5.0
book,appointments,salons,spas,5.0
online,appointment,with,doctors,5.0
appointment,with,doctors,dentist,5.0
with,doctors,dentist,pediat,5.0
find,specialist,doctors,book,5.0
specialist,doctors,book,doctor,5.0
doctors,book,doctor,appointmen,5.0
top,doctors,one,stop,5.0
doctors,one,stop,destination,5.0
one,stop,destination,complete,5.0
stop,destination,complete,reso,5.0
india,leading,store,buy,12.0
leading,store,buy,vitamins,12.0
store,buy,vitamins,health,12.0
buy,vitamins,health,supple,12.0
parenting,advice,information,parenting,nan
advice,information,parenting,skills,nan
doctorshangout,professional,networking,site,5.0
professional,networking,site,do,5.0
bhuvneshwar,kumar,keeps,his,14.0
kumar,keeps,his,cool,14.0
clash,royale,magic,archer,4.0
royale,magic,archer,gameplay,4.0
magic,archer,gameplay,reveal,4.0
clash,clans,hog,rider,4.0
clans,hog,rider,coming,4.0
hog,rider,coming,lunar,4.0
rider,coming,lunar,year,4.0
clash,clans,update,builder,4.0
clans,update,builder,hall,4.0
update,builder,hall,friendly,4.0
builder,hall,friendly,chall,4.0
gta,v,great,grand,4.0
v,great,grand,masti,4.0
great,grand,masti,day,4.0
grand,masti,day,jadu,4.0
masti,day,jadu,gameplay,4.0
live,faze,vs,fnatic,4.0
faze,vs,fnatic,grand,4.0
vs,fnatic,grand,final,4.0
fnatic,grand,final,world,4.0
grand,final,world,champion,4.0
learning,video,collection,kids,7.0
video,collection,kids,educational,7.0
collection,kids,educational,vid,7.0
world,motivational,videos,students,10.0
the,birth,planet,earth,10.0
birth,planet,earth,educational,10.0
planet,earth,educational,videos,10.0
business,related,videos,on,2.0
related,videos,on,yahoo,2.0
videos,on,yahoo,search,2.0
on,yahoo,search,results,2.0
business,related,videos,on,2.0
related,videos,on,yahoo,2.0
videos,on,yahoo,video,2.0
on,yahoo,video,search,2.0
asianet,film,awards,wikipedia,1.0
lecture,introduction,computer,science,10.0
crash,course,computer,science,10.0
course,computer,science,preview,10.0
computer,science,vs,software,10.0
science,vs,software,engineering,10.0
vs,software,engineering,which,10.0
lec,mit,introduction,computer,10.0
mit,introduction,computer,science,10.0
introduction,computer,science,programming,10.0
mp,patwari,syllabus,computer,10.0
patwari,syllabus,computer,science,10.0
syllabus,computer,science,exam,10.0
computer,science,exam,stra,10.0
hackers,cyber,attacks,crash,10.0
cyber,attacks,crash,course,10.0
attacks,crash,course,computer,10.0
crash,course,computer,sc,10.0
data,structures,crash,course,10.0
structures,crash,course,computer,10.0
crash,course,computer,science,10.0
algorithms,data,structures,interview,10.0
data,structures,interview,preparation,10.0
lecture,introduction,data,structures,10.0
introduction,data,structures,algorithms,10.0
intro,algorithms,crash,course,10.0
algorithms,crash,course,computer,10.0
crash,course,computer,science,10.0
data,structures,algorithms,complete,10.0
structures,algorithms,complete,tutorial,10.0
algorithms,complete,tutorial,c,10.0
data,structures,linked,lists,10.0
algorithmic,thinking,peak,finding,10.0
gate,lectures,ravindrababu,ravula,10.0
pet,shop,sport,store,12.0
shop,sport,store,clothing,12.0
sport,store,clothing,shopping,12.0
store,clothing,shopping,center,12.0
makeup,shopping,safeway,fionafrills,12.0
shopping,safeway,fionafrills,vlogs,12.0
macklemore,ryan,lewis,thrift,12.0
ryan,lewis,thrift,shop,12.0
lewis,thrift,shop,feat,12.0
thrift,shop,feat,wanz,12.0
shop,feat,wanz,of,12.0
shopping,elsa,anna,toddlers,12.0
elsa,anna,toddlers,clothing,12.0
anna,toddlers,clothing,store,12.0
toddlers,clothing,store,dre,12.0
buy,health,bodybuilding,supplements,12.0
health,bodybuilding,supplements,healthkart,12.0
wechat,messaging,calling,app,8.0
snapchat,fastest,way,share,8.0
fastest,way,share,moment,8.0
snapchat,fastest,way,share,8.0
fastest,way,share,moment,8.0
skype,enhanced,features,calls,8.0
enhanced,features,calls,chat,8.0
wayn,where,are,now,8.0
where,are,now,world,8.0
are,now,world,largest,8.0
now,world,largest,travel,8.0
world,largest,travel,lifest,8.0
ravelry,knit,crochet,community,8.0
online,photo,printing,photo,8.0
photo,printing,photo,cards,8.0
printing,photo,cards,photo,8.0
photo,cards,photo,books,8.0
friends,kiwibox,social,network,8.0
featured,content,on,myspace,8.0
delicious,magazine,delicious,magazine,8.0
dogs,good,apartment,life,6.0
yahoo,small,business,cheap,2.0
small,business,cheap,domains,2.0
business,cheap,domains,hosting,2.0
cheap,domains,hosting,web,2.0
flat,sharer,nbsp,website,6.0
sharer,nbsp,website,sale,6.0
nbsp,website,sale,nbsp,6.0
website,sale,nbsp,sharer,6.0
sale,nbsp,sharer,reso,6.0
roommate,we,take,out,6.0
we,take,out,trash,6.0
take,out,trash,you,6.0
spareroom,flatshare,house,share,6.0
flatshare,house,share,flat,6.0
house,share,flat,share,6.0
share,flat,share,roo,6.0
product,reviews,reports,consumersearch,2.0
econsumer,gov,econsumer,report,2.0
gov,econsumer,report,international,2.0
econsumer,report,international,s,2.0
owners,better,building,home,6.0
national,consumer,protection,week,2.0
consumer,protection,week,consumer,2.0
protection,week,consumer,inf,2.0
first,time,home,buying,6.0
time,home,buying,guide,6.0
home,buying,guide,newbuyer,6.0
consumer,information,prepaid,legal,2.0
information,prepaid,legal,plan,2.0
prepaid,legal,plan,tattle,2.0
housing,consumer,education,centers,6.0
consumer,education,centers,massachusetts,6.0
consumers,association,canada,informing,2.0
association,canada,informing,consume,2.0
consumers,international,coming,together,2.0
international,coming,together,change,2.0
consumer,watchdog,consumer,watchdog,2.0
consumer,reports,watch,consumers,2.0
reports,watch,consumers,union,2.0
travelassist,magazine,beware,telemarketing,6.0
magazine,beware,telemarketing,scams,6.0
find,high,school,alumni,8.0
high,school,alumni,yearbooks,8.0
school,alumni,yearbooks,reunions,8.0
alumni,yearbooks,reunions,cla,8.0
livejournal,discover,global,communities,8.0
discover,global,communities,friend,8.0
free,family,tree,genealogy,8.0
family,tree,genealogy,family,8.0
tree,genealogy,family,history,8.0
genealogy,family,history,myhe,8.0
viadeo,where,professionals,meet,8.0
we,heart,fashion,wallpapers,8.0
heart,fashion,wallpapers,quotes,8.0
fashion,wallpapers,quotes,celebrities,8.0
tout,tv,network,internet,8.0
funny,die,funny,videos,1.0
welcome,gaia,gaia,online,8.0
top,computer,troubleshooting,tech,3.0
computer,troubleshooting,tech,support,3.0
bleeping,computer,technical,support,3.0
computer,technical,support,forums,3.0
forums,linux,source,linux,3.0
linux,source,linux,information,3.0
official,apple,support,communities,3.0
consumer,electronics,yahoo,answers,3.0
welcome,gns,vault,gns,3.0
gns,vault,gns,vault,3.0
little,krishna,darling,vrindavan,7.0
krishna,darling,vrindavan,hindi,7.0
darling,vrindavan,hindi,cartoon,7.0
woody,woodpecker,s,beach,7.0
woodpecker,s,beach,nuts,7.0
s,beach,nuts,full,7.0
beach,nuts,full,episode,7.0
nuts,full,episode,car,7.0
dinosaurs,cartoons,children,full,7.0
cartoons,children,full,episodes,7.0
children,full,episodes,dino,7.0
learn,colors,learn,shapes,7.0
colors,learn,shapes,surprise,7.0
learn,shapes,surprise,eggs,7.0
shapes,surprise,eggs,cartoo,7.0
polly,pocket,full,episode,7.0
pocket,full,episode,compilation,7.0
full,episode,compilation,hour,7.0
episode,compilation,hour,car,7.0
pj,masks,episodes,catboy,7.0
masks,episodes,catboy,shrinks,7.0
episodes,catboy,shrinks,min,7.0
catboy,shrinks,min,compilati,7.0
funny,animals,cartoons,compilation,7.0
animals,cartoons,compilation,just,7.0
cartoons,compilation,just,kids,7.0
larva,larva,funny,cartoons,7.0
larva,funny,cartoons,xcartoons,7.0
funny,cartoons,xcartoons,children,7.0
hush,little,baby,nursery,7.0
little,baby,nursery,rhymes,7.0
baby,nursery,rhymes,songs,7.0
nursery,rhymes,songs,compilat,7.0
healthy,food,health,fitness,5.0
food,health,fitness,mardana,5.0
health,fitness,mardana,taaqat,5.0
fitness,mardana,taaqat,jaw,5.0
roti,vs,rice,which,5.0
vs,rice,which,better,5.0
rice,which,better,health,5.0
which,better,health,guru,5.0
better,health,guru,mann,5.0
health,guru,mann,hea,5.0
white,sugar,vs,brown,5.0
sugar,vs,brown,sugar,5.0
vs,brown,sugar,guru,5.0
brown,sugar,guru,mann,5.0
sugar,guru,mann,fitness,5.0
healthy,easy,health,fitness,5.0
easy,health,fitness,health,5.0
health,fitness,health,tips,5.0
fitness,health,tips,remedy,5.0
best,workout,tips,benfits,5.0
workout,tips,benfits,beginners,5.0
tips,benfits,beginners,suhas,5.0
benfits,beginners,suhas,kham,5.0
global,health,news,ep,5.0
health,news,ep,december,5.0
health,minis,media,briefing,5.0
minis,media,briefing,on,5.0
media,briefing,on,listeriosis,5.0
global,health,news,episode,5.0
diet,against,disease,episode,5.0
against,disease,episode,fighting,5.0
disease,episode,fighting,cancer,5.0
episode,ty,bollinger,interviews,5.0
ty,bollinger,interviews,dr,5.0
bollinger,interviews,dr,darrell,5.0
interviews,dr,darrell,wol,5.0
suzanne,somers,on,chemotherapy,5.0
somers,on,chemotherapy,kale,5.0
on,chemotherapy,kale,coconut,5.0
chemotherapy,kale,coconut,oil,5.0
health,news,smart,value,5.0
news,smart,value,smart,5.0
smart,value,smart,value,5.0
today,healthnews,fried,foods,5.0
healthnews,fried,foods,cancer,5.0
armys,are,worried,about,5.0
are,worried,about,jungkook,5.0
worried,about,jungkook,health,5.0
about,jungkook,health,bts,5.0
jungkook,health,bts,news,5.0
food,news,obesity,industrial,5.0
news,obesity,industrial,complex,5.0
obesity,industrial,complex,obesity,5.0
industrial,complex,obesity,t,5.0
learn,words,news,on,5.0
words,news,on,theme,5.0
news,on,theme,health,5.0
breaking,news,plant,based,5.0
news,plant,based,doctor,5.0
plant,based,doctor,schools,5.0
based,doctor,schools,cri,5.0
functional,dependency,dbms,dbms,10.0
dependency,dbms,dbms,part,10.0
dbms,class,hindi,english,10.0
introduction,database,management,system,10.0
database,management,system,featur,10.0
lecture,data,dbms,hindi,10.0
learn,dbms,just,minutes,10.0
dbms,just,minutes,hindi,10.0
just,minutes,hindi,version,10.0
introduction,computer,network,ip,3.0
computer,network,ip,address,3.0
computer,networking,tutorial,computer,3.0
networking,tutorial,computer,network,3.0
computer,network,network,topology,3.0
network,network,topology,hindi,3.0
network,topology,hindi,part,3.0
topology,hindi,part,c,3.0
osi,model,osi,reference,3.0
model,osi,reference,model,3.0
osi,reference,model,layers,3.0
reference,model,layers,explained,3.0
computer,networks,lecture,subnets,3.0
barcelona,vs,girona,goals,14.0
vs,girona,goals,extended,14.0
girona,goals,extended,highlights,14.0
memory,management,introduction,functions,10.0
management,introduction,functions,goals,10.0
module,video,introduction,operating,10.0
video,introduction,operating,systems,10.0
introduction,operating,systems,co,10.0
operating,systems,crash,course,3.0
systems,crash,course,computer,3.0
crash,course,computer,science,3.0
operating,system,hindi,part,10.0
system,hindi,part,competitive,10.0
hindi,part,competitive,exam,10.0
save,money,while,shopping,12.0
hindi,cheapest,shopping,site,12.0
cheapest,shopping,site,buy,12.0
shopping,site,buy,wholesale,12.0
site,buy,wholesale,pri,12.0
reload,file,using,keyboard,10.0
file,using,keyboard,google,10.0
using,keyboard,google,search,10.0
notepad,shortcut,manually,reload,3.0
shortcut,manually,reload,file,3.0
manually,reload,file,disk,3.0
reload,file,disk,sup,3.0
best,shopping,websites,deal,12.0
shopping,websites,deal,technical,12.0
websites,deal,technical,guptaji,12.0
top,chinese,websites,shopping,12.0
chinese,websites,shopping,chinese,12.0
websites,shopping,chinese,store,12.0
best,cheapest,shopping,site,12.0
currency,conversion,warranty,explained,2.0
conversion,warranty,explained,detail,2.0
hindi,international,shopping,shipping,12.0
international,shopping,shipping,customs,12.0
best,shopping,websites,embellvish,12.0
shop,international,website,romwe,12.0
affordable,clothing,haul,indian,12.0
clothing,haul,indian,clothes,12.0
haul,indian,clothes,rs,12.0
indian,clothes,rs,less,12.0
best,shopping,apps,cheap,12.0
shopping,apps,cheap,shopping,12.0
apps,cheap,shopping,apps,12.0
cheap,shopping,apps,adityiyer,12.0
buy,product,banggood,with,12.0
product,banggood,with,indian,12.0
banggood,with,indian,debit,12.0
with,indian,debit,card,12.0
indian,debit,card,in,12.0
media,one,malyalam,news,8.0
one,malyalam,news,live,8.0
malyalam,news,live,stream,8.0
the,car,hundreds,years,8.0
car,hundreds,years,making,8.0
hundreds,years,making,wheelhouse,8.0
years,making,wheelhouse,donut,8.0
karti,chidambaram,face,off,8.0
chidambaram,face,off,mumbai,8.0
face,off,mumbai,jail,8.0
inx,media,case,indrani,8.0
media,case,indrani,mukerjea,8.0
watch,pm,modi,addresses,8.0
pm,modi,addresses,media,8.0
modi,addresses,media,bjp,8.0
addresses,media,bjp,headquarters,8.0
media,isnt,buying,barrage,8.0
isnt,buying,barrage,lies,8.0
buying,barrage,lies,liberals,8.0
barrage,lies,liberals,on,8.0
lies,liberals,on,atw,8.0
chapter,types,network,media,10.0
types,network,media,networking,10.0
network,media,networking,basic,10.0
media,networking,basic,mp,10.0
data,communications,networking,transmission,10.0
communications,networking,transmission,me,10.0
pak,media,afraid,indian,8.0
media,afraid,indian,army,8.0
afraid,indian,army,fatf,8.0
indian,army,fatf,gray,8.0
army,fatf,gray,list,8.0
fatf,gray,list,cr,8.0
pak,media,on,jordan,8.0
media,on,jordan,king,8.0
on,jordan,king,visit,8.0
jordan,king,visit,pak,8.0
king,visit,pak,media,8.0
visit,pak,media,on,8.0
pak,media,on,la,8.0
module,network,access,physical,10.0
network,access,physical,media,10.0
old,macdonald,had,farm,7.0
macdonald,had,farm,nursery,7.0
had,farm,nursery,rhymes,7.0
farm,nursery,rhymes,kids,7.0
nursery,rhymes,kids,lea,7.0
english,stories,kids,collection,7.0
stories,kids,collection,infobells,7.0
short,stories,kids,english,7.0
stories,kids,english,story,7.0
kids,english,story,collection,7.0
english,story,collection,sh,7.0
little,krishna,darling,vrindavan,7.0
krishna,darling,vrindavan,hindi,7.0
darling,vrindavan,hindi,cartoon,7.0
machli,aur,kechuva,hindi,7.0
aur,kechuva,hindi,story,7.0
kechuva,hindi,story,children,7.0
hindi,story,children,pancha,7.0
kids,stories,stories,kids,7.0
mere,rashke,qamar,kids,7.0
rashke,qamar,kids,version,7.0
qamar,kids,version,edited,7.0
funny,animals,dance,video,7.0
animals,dance,video,children,7.0
dance,video,children,kids,7.0
video,children,kids,rhymes,7.0
best,business,idea,village,2.0
business,idea,village,area,2.0
small,business,ideas,with,2.0
business,ideas,with,low,2.0
ideas,with,low,investment,2.0
with,low,investment,high,2.0
small,business,ideas,low,2.0
business,ideas,low,investment,2.0
ideas,low,investment,high,2.0
low,investment,high,profi,2.0
business,idea,start,moving,2.0
idea,start,moving,company,2.0
find,business,ideas,hindi,2.0
business,ideas,hindi,start,2.0
ideas,hindi,start,money,2.0
profitable,business,ideas,young,2.0
business,ideas,young,generation,2.0
ideas,young,generation,dre,2.0
profitable,business,creative,business,2.0
business,creative,business,ideas,2.0
creative,business,ideas,hi,2.0
lac,monthly,earning,potential,2.0
monthly,earning,potential,start,2.0
earning,potential,start,spice,2.0
potential,start,spice,manu,2.0
top,profitable,business,ideas,2.0
millionaire,business,ideas,sandeep,2.0
business,ideas,sandeep,maheshwari,2.0
start,recycling,business,recycling,2.0
recycling,business,recycling,business,2.0
business,recycling,business,i,2.0
information,technology,indus,association,3.0
technology,indus,association,comptia,3.0
welcome,computer,history,museum,1.0
it,news,careers,business,3.0
news,careers,business,technology,3.0
careers,business,technology,reviews,3.0
business,technology,reviews,co,3.0
technology,news,research,enterprise,3.0
news,research,enterprise,analysis,3.0
research,enterprise,analysis,e,3.0
pcmech,news,tech,enthusiasts,3.0
the,computer,technology,documentation,3.0
computer,technology,documentation,project,3.0
discount,certification,exam,voucher,3.0
certification,exam,voucher,comptia,3.0
exam,voucher,comptia,mi,3.0
windows,pc,software,downloads,3.0
pc,software,downloads,reviews,3.0
classroom,technology,news,educational,3.0
technology,news,educational,apps,3.0
news,educational,apps,blo,3.0
about,tom,sheldon,linktionary,3.0
tom,sheldon,linktionary,site,3.0
ietf,internet,engineering,task,3.0
internet,engineering,task,force,3.0
howstuffworks,learn,everything,works,3.0
it,still,works,giving,3.0
still,works,giving,old,3.0
works,giving,old,tech,3.0
giving,old,tech,life,3.0
computer,terms,technology,definitions,3.0
terms,technology,definitions,cheat,3.0
technology,definitions,cheat,sh,3.0
lessons,worksheets,wyzant,resources,10.0
mathway,math,problem,solver,10.0
algebra,help,math,help,10.0
wolfram,alpha,computational,knowledge,3.0
alpha,computational,knowledge,engine,3.0
manga,stream,read,manga,1.0
horriblesubs,bad,yet,good,1.0
browser,extensions,mozilla,mdn,3.0
the,world,leading,software,3.0
world,leading,software,development,3.0
leading,software,development,platfor,3.0
machine,learning,with,javascript,10.0
learning,with,javascript,part,10.0
with,javascript,part,hacker,10.0
javascript,part,hacker,noon,10.0
javascript,guide,javascript,mdn,3.0
similarweb,api,website,categorization,3.0
api,website,categorization,api,3.0
machine,learning,website,categorization,10.0
learning,website,categorization,endura,10.0
website,classification,linguistic,content,3.0
classification,linguistic,content,anal,3.0
anonymous,communication,seminar,report,10.0
communication,seminar,report,ppt,10.0
seminar,report,ppt,cse,10.0
speed,broadband,communication,system,3.0
broadband,communication,system,trains,3.0
communication,system,trains,sp,3.0
ieee,xplore,digital,library,10.0
read,manga,manga,reader,1.0
celebrity,gossip,ny,daily,8.0
gossip,ny,daily,news,8.0
electronics,cars,fashion,collectibles,12.0
cars,fashion,collectibles,coupons,12.0
the,world,wide,project,3.0
fast,proxies,downloading,torrents,1.0
proxies,downloading,torrents,thepiratebay,1.0
thepiratebay,download,music,movies,1.0
download,music,movies,game,1.0
music,movies,game,softwa,1.0
match,dating,site,singles,2.0
dating,site,singles,personals,2.0
site,singles,personals,match,2.0
irctc,generation,eticketing,system,2.0
free,website,builder,create,3.0
website,builder,create,website,3.0
builder,create,website,wix,3.0
vimeo,high,quality,home,8.0
high,quality,home,video,8.0
quality,home,video,hosting,8.0
home,video,hosting,watching,8.0
linkedin,log,sign,up,8.0
parallels,mac,windows,virtualization,2.0
mac,windows,virtualization,manage,2.0
windows,virtualization,manage,mac,2.0
web,hosting,company,india’s,3.0
hosting,company,india’s,hosting,3.0
company,india’s,hosting,service,3.0
india’s,hosting,service,pr,3.0
blog,tool,publishing,platform,3.0
tool,publishing,platform,cms,3.0
publishing,platform,cms,wordpress,3.0
of,home,swap,home,6.0
home,swap,home,sharing,6.0
swap,home,sharing,websites,6.0
home,sharing,websites,travel,6.0
sharing,websites,travel,guar,6.0
homestay,accommodation,worldwide,don,6.0
accommodation,worldwide,don,just,6.0
worldwide,don,just,visi,6.0
free,volunteering,culture,go,6.0
homestay,find,book,host,6.0
find,book,host,families,6.0
book,host,families,worldwide,6.0
